Engagements,Followers at Posting,Description,Day_of_Week,Time_in_seconds,Album,Photo,Video,Description_Score
680582,25224453, officialeg10 cold blooded #phantomcam #thisisyourtime,2,78646,0,0,1,-0.7983819729782567
606055,25224453,officialeg10 knocks down the triple for the houstonrockets win tissotus #thisisyourtime,2,78412,0,0,1,-3.209972241965527
436486,25224453,kingjames has notched his 56th career triple double as the cavs visit brooklyn,2,78230,0,1,0,-0.19804071930216935
437252,25224453,"ballgame 
#thisisyourtime",2,77708,0,1,0,-0.47158525712697835
791944,25224453,poetry in motion,2,77325,0,0,1,0.5896461735100551
888792,25224453,kingjames tosses unclejg8 finishes,2,73789,0,0,1,2.637363747789957
715819,25224453, joelembiid takes flight for the sixers,2,72522,0,0,1,-2.1200897821957163
320763,25224453,the yankees are courtside in brooklyn #nbacelebrow,2,72367,0,1,0,-1.6137153300960643
821099,25224453,cavs point guard kingjames warms up for tonights action in brooklyn,2,64813,0,0,1,1.9852998972784452
744663,25224453,the best action from around the nba tuesday night,2,39699,0,0,1,0.8769592038402766
835730,25224453,kingjames puts up 34 points  dishes 13 assists to lead the cavs at home,2,28891,0,0,1,1.3133064884277146
311564,25209019,the cavs celtics orlandomagic pacers trailblazers  laclippers each win on tuesday,2,3498,1,0,0,-7.493144312437554
659015,25209019,blakegriffin32 attacks the rim for the laclippers,1,84193,0,0,1,-2.0501028299260033
659015,25209019,original00g puts up a career high 41p along with 12r to lead the orlandomagic at home,1,80599,0,0,1,-2.047353434917375
375151,25209019, in traffic,1,78390,0,1,0,-0.22618397183083114
888809,25209019,kingjames  kevinlove run the pick  roll to perfection,1,76488,0,0,1,1.8706374747447228
659015,25209019,dloading threads the needle to mozg25,1,75694,0,0,1,-1.1705724752242948
376654,25209019,,1,74551,0,1,0,0.0
722435,25209019,jaytatum0 over the top,1,72362,0,0,1,0.28853212620772295
684845,25209019,the best of giannis_an34s sizzling start #fearthedeer,1,39523,0,0,1,0.7266543806953036
382089,25191960,swipe through to recap tonights action,1,1997,1,0,0,-3.0247731550028725
659027,25191960,eastern conference player of the week giannis_an34 continues his strong play with 32p 14r 6a in bucks w,0,84677,0,0,1,-4.419706242100188
664403,25191960,21 points 12 rebounds  10 assists for bensimmons in the sixers w #nbarooks,0,79094,0,0,1,-2.461901945645208
304197,25191960,bensimmons notches his first career triple double 21p 12r 10a in just his 4th game with the sixers,0,76924,0,1,0,-3.6094333107312484
731653,25191960,the top 5 crossovers from week 1 around the nba,0,65292,0,0,1,1.602433682205723
731653,25191960,the top 10 plays from week 1 around the nba,0,57018,0,0,1,0.862405601862923
711675,25191960,stephencurry30 with one hand from the bench  repost medinasyracuse,0,52753,0,0,1,1.6520369766850185
269253,25191960,"#thisiswhyweplay 
 giannis_an34 repost bucks",0,45473,0,1,0,-2.1175385794884507
744690,25191960,the best action from sundays slate,0,38752,0,0,1,1.2792931007265995
619682,25191960,clutch buckets down the stretch of thrilling timberwolves okcthunder finish,0,31114,0,0,1,-0.28868776982560695
282695,25174554,the timberwolves brooklynnets  pelicansnba each pick up wins on sunday,0,425,1,0,0,-5.219711080555671
735475,25174554,poetry in motion #thisisyourtime #phantomcam,6,79234,0,0,1,0.5896461735100551
648951,25174554,#thisisyourtime 22wiggins the timberwolves stud pulls up in transition for the tissotus buzzer beater,6,78804,0,0,1,-1.929258632401914
367959,25174554,game winner #alleyesnorth,6,77741,0,1,0,-0.6734888319914025
705647,25174554,russwest44  stevenadams set each other up for slams,6,74990,0,0,1,-1.3980685445713135
847099,25174554, karltowns drops the hammer in okc #posteralert,6,72955,0,0,1,0.011376353879760243
290128,25174554,"join the nba nbaontnt  #oneamericaappeal in supporting disaster relief 
bid on opening night game worn jerseys auctionsnbacom",6,52695,0,1,0,-3.1871282831763423
797369,25174554,the best action from saturdays 11 games around the association,6,37622,0,0,1,0.3466289559204735
724055,25174554,giannis_an34 puts up a career high 44p 17 23 fg 8r  4a to lead bucks at home,6,22147,0,0,1,-1.1990182051120657
724055,25174554,jokara95 shows off his court vision for the nuggets,6,5405,0,0,1,-0.41349520856609534
256694,25174554,the bucks nuggets utahjazz  laclippers each win to wrap up tonights action,6,4289,1,0,0,-6.982677964003027
396260,25155150,swipe through for tonights early nba action,5,85281,1,0,0,-2.8878242670296452
705659,25155150,giannis_an34 saves the day for the bucks on both ends,5,84948,0,0,1,-1.4472853059322879
706143,25155150,jharden13 feeds nenehilario_42 for the monster houstonrockets slam,5,81494,0,0,1,-0.19920655460377534
951717,25155150,kingjames protects the paint for the cavs,5,78587,0,0,1,1.1340526322608653
847115,25155150, iam_jamesjohnson crushes home the slam #posteralert,5,73980,0,0,1,0.17509005155612933
774098,25155150,jharden13 warms up for tonights houstonrockets home opener,5,69229,0,0,1,-0.13424156584202634
705659,25155150,the legend swish41 warms up for tonights dallasmavs action in houston,5,68648,0,0,1,-0.9773641988299572
789814,25155150,the best from fridays #kiatipoff17 action,5,52419,0,0,1,1.239843323652232
902197,25155150,kingjames 24p 8a 5r w and giannis_an34 34p 8r 8a duel in milwaukee #kiatipoff17,5,45943,0,0,1,0.8749072653777062
668942,25155150,29 points 11 rebounds  9 assists for zo in lakers road w #kiatipoff17,5,38003,0,0,1,-1.8249694146393352
405251,25155150,10 games 10 winners from fridays action #kiatipoff17,5,10343,1,0,0,-2.4502507983373687
834346,25155150,kevindurant blocks a career high 7 shots for the warriors #kiatipoff17,5,7366,0,0,1,-0.0005461667428994232
405251,25155150,20 teams in action 10 winners around the association friday night #kiatipoff17,5,3408,0,1,0,-4.024773766457147
897870,25155150,the warriors spread the floor and find open stephencurry30 #kiatipoff17,5,2828,0,0,1,1.377108614335242
798476,25132964,look at kemba go #kiatipoff17,4,80383,0,0,1,0.5013108608721893
360365,25132964,#nbarooks,4,76514,0,1,0,0.0
367641,25132964, class of 98 ,4,76405,0,1,0,-0.5887968374926249
973382,25132964, kingjames follows it up for the cavs #kiatipoff17,4,76183,0,0,1,1.5061995404282686
728380,25132964,toss it up vicoladipo will take care of the rest #kiatipoff17,4,74023,0,0,1,-1.1739134674043974
363258,25132964, x ,4,72347,0,1,0,0.0
728380,25132964,johnwall stops on a dime for the jumper #kiatipoff17,4,71916,0,0,1,0.41010929342537267
613833,25132964,jimmybutler gets loose for his home debut with the timberwolves 8pm et on nba league pass #kiatipoff17,4,65016,0,0,1,-3.8227602539540655
559946,25132964,the king  the greek freak the cavs visit the bucks 7pm et nbaonespn #kiatipoff17,4,58921,0,0,1,-4.049685381889464
312655,25132964,#thunderup,4,52163,0,1,0,0.0
679353,25132964,kobe repost winnieharlow,4,42617,0,0,1,-0.891253393799762
815535,25132964, who had the best #nbastyle last night,4,39753,0,0,1,0.7623620838363113
621922,25132964,ygtrece 28p and carmeloanthony 22p combine for 50 in their okcthunder debut #kiatipoff17,4,13046,0,0,1,-3.7866867425997714
747382,25132964,russwest44 notches his first triple double of the season 80th career with 21p 16a 10r #kiatipoff17,4,6817,0,0,1,-1.9860504499233973
276625,25132964,the okcthunder raptors  laclippers each tip off their seasons with a w #kiatipoff17,4,4262,1,0,0,-5.407360523971646
681377,25120030,poetry in motion throwdown thursday in la #phantomcam,3,85435,0,0,1,-0.17523213584186118
728394,25120030,blakegriffin32 rocks the rim #kiatipoff17,3,85156,0,0,1,-0.20426904345801483
664451,25120030,larrydn7 crashes in for the slam nbaontnt #kiatipoff17,3,83689,0,0,1,-1.8528181703056696
316137,25120030,ygtrece shares a moment with his daughter following his okcthunder debut #thisiswhyweplay,3,83638,0,1,0,-1.809241415927148
601217,25120030,carmeloanthony shares a moment with former teammates kyleoquinn and kporzee,3,81852,0,0,1,-2.7725892421648157
261103,25120030,28 for ygtrece 22 for carmeloanthony  21p 16a  10r for russwest44 in okcthunder 105 84 victory #kiatipoff17,3,81718,0,1,0,-4.795917431510782
606121,25120030,riding with zo ahead of his nba debut with the lakers nbaontnt #kiatipoff17,3,78127,0,0,1,-4.120489040238884
606121,25120030,carmeloanthony  ygtrece put up their first okcthunder buckets from the same spot #kiatipoff17,3,75475,0,0,1,-1.4496850070231082
606121,25120030,zo gets loose for his lakers nba debut 1030pm et nbaontnt #kiatipoff17,3,75354,0,0,1,-4.693893306068685
664451,25120030,kporzee with the denial for the nyknicks #kiatipoff17,3,74571,0,0,1,-2.0234725038352632
728394,25120030,the okcthunder are introduced in front of their home crowd #kiatipoff17,3,73606,0,0,1,-1.2688446939274212
382771,25120030,nan,3,72477,0,1,0,-0.2523729739026617
606121,25120030,ygtrece finds a rhythm ahead of his okcthunder debut nbaontnt #kiatipoff17,3,70569,0,0,1,-4.18661960487732
559957,25120030,carmeloanthony arrives for his okcthunder debut nbaontnt #kiatipoff17,3,67008,0,0,1,-4.739575422160121
618851,25120030,ahead of zos #nba debut 1030pm et nbaontnt check out his passes that have #lakeshow fans buzzing already,3,60991,0,0,1,-2.296718324126159
564524,25120030,"#thunderup 
russ pg  melo hit the floor as teammates for the first time as the okcthunder host the nyknicks 8pm et nbaontnt #kiatipoff17",3,55036,0,0,1,-5.421524780544344
763117,25120030,let us know who ya got in tonights #kiatipoff17 action with #kiawhoyagot + #sweepstakes for a chance at winning  to a regular season game,3,45059,0,0,1,-1.6697962619819682
349398,25110502,the #nba is taking a stand against bullying you can too by taking the #spiritday pledge at glaadorg spiritday pledge,3,36209,0,1,0,-1.788156419009767
750832,25110502,for that first nba bucket #thisiswhyweplay,3,25515,0,0,1,0.6791042110110668
391432,25110502,thats a wrap on wednesdays late games #kiatipoff17,3,3210,1,0,0,-1.0321019595112682
352618,25079991,mood the #nba is back,2,84964,0,1,0,0.706990293012629
291233,25079991,tonights early action headlined by big performances by johnwall  giannis_an34 #kiatipoff17,2,80865,1,0,0,-2.097731662298096
664475,25079991,the greek freak giannis_an34 rises up for the bucks #kiatipoff17,2,79362,0,0,1,-1.860334386639244
791221,25079991, kellyoubrejr  #kiatipoff17,2,78139,0,0,1,-0.2937569530480054
734361,25079991,desmith4s first possession in the nba #kiatipoff17 #thisiswhyweplay,2,76097,0,0,1,0.63589144960519
664475,25079991,johnwall making an impact on both ends for the washwizards #kiatipoff17,2,75702,0,0,1,-2.5043395669914688
791221,25079991,johnwall came ready to play #kiatipoff17,2,73398,0,0,1,-0.25163477009096974
972264,25079991,kyrieirving is introduced in boston #kiatipoff17,2,71499,0,0,1,3.40254509756234
728420,25079991,a message from gdhayward in boston #nbafamily,2,71351,0,0,1,1.2134672579826646
819362,25079991,kyrieirving makes his celtics home debut 730pm et on nba league pass #kiatipoff17,2,68234,0,0,1,-0.08954270613138104
613866,25079991,giannis_an34 warms up in boston for the bucks season opener 730pm et nba league pass #kiatipoff17,2,64211,0,0,1,-4.2423100537874765
559977,25079991,7 0 with guard moves check out karltowns top handles ahead of spurs timberwolves 930pm et espn #kiatipoff17,2,59464,0,0,1,-1.8396296856606875
559977,25079991,"the night is here 
ahead of bensimmons debut sixers washwizards 7pm et espn we showcase his 3 best passes #kiatipoff17",2,52747,0,0,1,-2.993588658010627
763144,25079991,let us know who ya got in tonights #kiatipoff17 action with #kiawhoyagot + #sweepstakes for a chance at winning  to a regular season game,2,45183,0,0,1,-1.6697962619819682
685401,25079991,jharden13 tips off the season with 27 points 10 assists  6 rebounds in houstonrockets victory #kiatipoff17,2,35864,0,0,1,-1.073765592479245
919551,25079991,kingjames tips off his 15th season with 29 points 16 rebounds 9 assists  2 blocks in cavs victory #kiatipoff17,2,25136,0,0,1,1.2776663362182996
682277,25079991,jharden13 cp3  the houstonrockets celebrate a wild season opening win #kiatipoff17,2,6048,0,0,1,-1.5350328694275337
367505,25079991,the cavs and houstonrockets open up the season with wins in exciting fashion #kiatipoff17,2,5975,1,0,0,-4.32784558362102
681822,25054261,the cavs and celtics go down to the final buzzer to open up the season #kiatipoff17,2,1366,0,0,1,-3.545474986941339
798534,25054261,mood #thisiswhyweplay,1,86396,0,0,1,0.5714740306093805
904365,25054261,the warriors celebrate their 2016 17 title #thisiswhyweplay ,1,85254,0,0,1,0.6726996127512953
664487,25054261,cp3 locks in for his houstonrockets season opening debut on tnt #kiatipoff17,1,83526,0,0,1,-3.768562537147084
904365,25054261,new  for the defending champion warriors #thisiswhyweplay,1,82465,0,0,1,0.547073882616704
373274,25054261,respect,1,82318,0,1,0,0.250081664378685
838340,25054261,poetry in motion kingjames in transition #phantomcam,1,80183,0,0,1,3.7895800255108716
728433,25054261,derrick rose beats the 3rd q buzzer for the cavs #kiatipoff17,1,79694,0,0,1,-1.3651522987747138
896188,25054261,kingjames spins  slams for the cavs #kiatipoff17,1,78480,0,0,1,2.0146486382184667
664487,25054261,jaytatum0 gets on for the board for the celtics in style #kiatipoff17,1,77878,0,0,1,-2.2601478788541183
373274,25054261,the 2017 18 nba season is underway #kiatipoff17,1,76005,0,1,0,-1.0389266828107628
411656,25054261,kingjames #nbakicks,1,70874,0,1,0,0.0
809068,25054261,kyrieirving hits the floor prior to his celtics debut in cleveland nbaontnt #kiatipoff17,1,69843,0,0,1,1.56848565553091
613877,25054261,dwyanewade arrives for his first game with the cavs #kiatipoff17,1,64049,0,0,1,-1.8478797974854064
755250,25054261,kingjames hits the floor to warm up for tonights cavs opener nbaontnt #kiatipoff17,1,63658,0,0,1,0.5593515065661389
313238,25054261,the warriors will raise their 2017 championship banner  receive  1030pm et nbaontnt #thisiswhyweplay,1,57684,0,1,0,-1.0606185967469277
749798,25054261,let us know who ya got in tonights #kiatipoff17 action with #kiawhoyagot + #sweepstakes for a chance at winning  to a regular season game,1,49190,0,0,1,-1.6697962619819682
833977,25054261,kyrieirving laces up for todays celtics shootaround in cleveland #nbakicks,1,39653,0,0,1,2.352647902502965
750859,25054261,that game day feeling #kiatipoff17,1,37735,0,0,1,0.2616945295533902
342115,25054261,30 teams one dream #thisiswhyweplay ,1,28750,0,1,0,-2.0935920769396454
681822,25054261,"new year new name new looks

#nbagleague x nike repost nbagleague",1,11082,0,0,1,-3.1226167243920386
367953,25042252,season 15 on deck #nbakicks #nikexnba,0,77815,0,1,0,-1.4580566916284803
737728,25042252,its their time to shine the 2017 #nbarooks make their debut this week,0,61815,0,0,1,0.01815693080592623
750873,25042252,one more day #kiatipoff17,0,45828,0,0,1,0.014005794999078502
335892,25042252,its officially #kiatipoff17 week,0,30769,0,1,0,-0.5317774942315949
936330,25030420,2 days from #kiatipoff17 2 days from more  #nbakicks,6,79308,0,0,1,1.4005477086786107
796357,25030420,the top 5 #nbapreseason plays by #nbarooks,6,65915,0,0,1,1.0793785457476042
803990,25030420,the top 5 crossovers of the #nbapreseason,6,33813,0,0,1,1.4223235973072452
344376,25016758, repost russwest44,6,1731,0,1,0,-0.5809701188026029
