Engagements,Followers at Posting,Description,Day_of_Week,Time_in_seconds,Album,Photo,Video
559496,26693538,karltowns 199ppg 122rpg warms up for tonights nbaonespn timberwolves action in cleveland,2,66211,0,0,1
558904,26693538,"karltowns rolls off the screen for the monster slam #nbabreakdown  timberwolves cavs
 8pm et  espn",2,59591,0,0,1
623385,26693538,as a girl you grow up you play basketball youre like my goal my ambition is to be a #wnba player i want to be a champion like coop i want to be a champion like diana   kobebryant #ngwsd repost wnba,2,50302,0,0,1
329184,26693538,"nbaallstar captains kingjames and stephencurry30 announce the community based organizations they will play for

#teamlebron selects afterschoolallstars #teamstephen selects bhcrusade",2,47249,1,0,0
217535,26693538,"happy national girls and women in sports day 
celebrate with the wnba by sharing why you play sports #ngwsd",2,42894,0,1,0
681236,26684644, joelembiid  bradbeal3 micd up in philadelphia,2,15903,0,0,1
387184,26684644,16 teams in action 8 winners tuesday night,2,5799,1,0,0
681236,26684644,ygtrece elevates nbaontnt,2,1434,0,0,1
681236,26684644,1ngram4 attacks the rim for the lakers,2,978,0,0,1
626127,26684644,that was vicious russwest44 #phantomcam,1,84051,0,0,1
797848,26684644,the brodie,1,83501,0,0,1
727808,26684644,bensimmons goes in  out in transition,1,82076,0,0,1
727808,26684644,all of the angles giannis_an34s dunk of the year candidate,1,81406,0,0,1
798395,26684644,jharden13 breaks it down to the rim,1,80910,0,0,1
673798,26684644,do your dance stephencurry30 #phantomcam,1,79623,0,0,1
400840,26684644,air antetokounmpo,1,77530,0,1,0
790556,26684644, giannis_an34 takes flight ,1,76152,0,0,1
663916,26684644,russwest44 254ppg 103apg 94rpg hits the floor for tonights nbaontnt action 1030pm et,1,76007,0,0,1
727808,26684644,tharealjsimms caps his 22 point quarter with the buzzer beating trey,1,75758,0,0,1
663916,26684644,ds17_fg sets up d_dedmon3 for the slam,1,74859,0,0,1
331061,26684644,check out the demar_derozan nikebasketball kobe ad pe available tomorrow at #houseofhoops yonge st in toronto #nbakicks,1,70974,0,1,0
564070,26684644,"the raptors 2nd best home record 21 4 sit 2nd in nba with 6 blocks per game #nbabreakdown 
celtics raptors 730pm et nba league pass",1,61233,0,0,1
811194,26669330, desmith4 ,1,11221,0,0,1
811194,26669330,my goodness zachlavine8 ,1,714,0,0,1
359082,26669330,50000 minutes played congrats swish41,0,83514,0,1,0
663928,26669330,willthethrillb5 sets up thats_g_ for the oop,0,81229,0,0,1
727821,26669330,jrue_holiday11 keeps going until he gets to the bucket,0,78761,0,0,1
721169,26669330,miamiheat rook bam1of1 rolls for the  slam,0,72716,0,0,1
790570,26669330, blakegriffin23 didnt count though,0,71788,0,0,1
288846,26669330, spidadmitchell to replace injured original00g in the #verizondunk at #statefarmsaturday  #nbaallstar #takenote ,0,63863,0,1,0
671676,26669330, kyle_lowry7 keeps the raptors loose #raptorsallaccess **check out our ig story for more from toronto**,0,47796,0,0,1
342806,26669330,ahead of week 17 nba action we check in with the stat leaders for the 2017 18 season,0,44167,1,0,0
327794,26669330,were in toronto with the raptors for #raptorsallaccess **stay tuned for more in our ig story**,0,37185,1,0,0
307870,26653780,the celtics bucks lakers hornets atlhawks  raptors were each victorious on sunday,6,72201,1,0,0
725824,26653780,as the #kickstartrisingstars game at nbaallstar approaches we count down the top 3 plays from january by rooks sophs,6,65919,0,0,1
342479,26653780,the brotherhood #thisiswhyweplay,6,57387,0,1,0
662107,26653780,boston wins it on al_horfords tissotus buzzer beater #thisisyourtime,6,55590,0,0,1
719952,26653780,russwest44 through the lane off two,6,52759,0,0,1
603983,26653780,al_horford fades for the tissotus buzzer beater to give the celtics 1 pt win #thisisyourtime,6,51758,0,0,1
656750,26653780,giannis_an34 shows off on the defensive end to spark the bucks break,6,48860,0,0,1
719952,26653780,get up big fella al_horford takes it strong,6,46865,0,0,1
360345,26653780,swipe through to recap saturdays action,6,25536,1,0,0
403648,26635831,swipe through to recap saturdays 9 games,6,3700,0,1,0
403648,26635831,swipe through to recap saturdays 9 games,6,2401,0,1,0
754784,26635831,cp3 the point guard #nbaonabc,5,81167,0,0,1
754784,26635831,cp3 works his way into the lane #nbaonabc,5,80167,0,0,1
779321,26635831,not in aldridge_121s house,5,79105,0,0,1
854318,26635831,james johnson that was vicious,5,77224,0,0,1
351101,26635831,"congrats to cp3 of the houstonrockets for moving up to 9th on the nbas all time assists list 
#rockets #thisiswhyweplay",5,76587,0,1,0
827987,26635831,jharden13 gets into the lane plus the foul #nbaonabc,5,75166,0,0,1
425104,26635831,its gametime #nbaonabc,5,74496,0,1,0
425104,26635831,saturday primetime kicks #lebronwatch,5,73923,0,1,0
425104,26635831,#nbavoices,5,73292,0,1,0
779321,26635831,stephensonlance has fun in transition,5,71299,0,0,1
827987,26635831,jharden13 warms up for tonights #nbaonabc action,5,70873,0,0,1
368823,26635831,#nbaonabc primetime 830pm et,5,60521,0,1,0
647861,26635831,each averaging 8+ apg jharden13 and cp3 lead the houstonrockets into cleveland 830pm et #nbaonabc,5,39642,0,0,1
434707,26620818,swipe through to recap fridays action,5,3503,1,0,0
727861,26620818,the utahjazz keep passing until they find the open man,4,84882,0,0,1
319312,26620818,say hello to your new franchise leading scorer antdavis23 #doitbig repost pelicansnba,4,84261,0,1,0
319312,26620818,russwest44 notches his 16th triple double of the season for the okcthunder with 16p 14a 10r,4,84036,0,1,0
663964,26620818,_bigjayy_ and brookiethewookie11 trade blocks on each other,4,81112,0,0,1
663964,26620818,giannis_an34 drives for the bucks win,4,80902,0,0,1
663964,26620818,juliusrandle30 punches it home for the lakers in bk,4,78052,0,0,1
663964,26620818,jabariparker gets on the board for the bucks,4,74465,0,0,1
727861,26620818,fchwpo gets it to fall in transition,4,73805,0,0,1
618398,26620818,bensimmons shares a moment with sixers fans pre game #thisiswhyweplay,4,68389,0,0,1
568712,26620818,dream empower engage equality hope inspire lead love unify money23green previews the #nbabhm #nikexnba warmup shirts in celebration of black history month benefitting mentornmp repost nbacares,4,65480,0,0,1
510426,26620818," miamiheat coach spo micd up

miamiheat sixers 8pm et nbaonespn",4,56712,0,0,1
750269,26620818,knockin them down the three point leaders heading into tonights action,4,46117,0,0,1
481677,26620818,vicoladipo larrydn7 original00g desmith4 the #verizondunk field in action #nbaallstar repost nbaallstar,4,38701,0,0,1
574162,26620818,good if it goes thats_g_ knocks down the tissotus buzzer beater for the nuggets win #thisisyourtime,4,29915,0,0,1
395388,26620818,10 teams in action thursday night,4,4559,1,0,0
395388,26620818,for the win #milehighbasketball #thisisyourtime,4,3954,0,1,0
626547,26620818,thats_g_ buries the tissotus buzzer beater for the nuggets win #thisisyourtime,4,3619,0,0,1
727874,26606868,jmglitxh27 dances on the perimeter,3,84838,0,0,1
728372,26606868,jharden13s back to back triples seal the houstonrockets w,3,81239,0,0,1
663976,26606868,welcome to the detroitpistons blakegriffin32,3,78859,0,0,1
373200,26606868,the #tacobellskills field at #nbaallstar repost nbaallstar,3,76089,0,1,0
728372,26606868,what a pass by jharden13 to nenehilario_42,3,75486,0,0,1
663976,26606868,blakegriffin32 sets up andredrummondd for the slam,3,73579,0,0,1
373200,26606868,the #tacobellskills field at #nbaallstar repost nbaallstar,3,73322,0,1,0
373200,26606868,the #verizondunk field at #nbaallstar repost nbaallstar,3,73204,1,0,0
823354,26606868,stephencurry30 of the warriors named western conference kia nba player of the month for january #kiapotm,3,70792,0,0,1
663976,26606868,blakegriffin32 is introduced and scores his first detroitpistons bucket,3,69863,0,0,1
728372,26606868,coming off his 60 11 10 last time out jharden13 hits the floor in san antonio 8pm et nbaontnt,3,69471,0,0,1
672436,26606868,we remember rasualbutler8 1979 2018,3,63975,0,0,1
618409,26606868,spidadmitchell of the utahjazz named western conference kia nba rookie of the month for january #kiarotm,3,58264,0,0,1
618409,26606868,bensimmons of the sixers named eastern conference kia nba rookie of the month for january #kiarotm,3,58198,0,0,1
559557,26606868, first time nbaallstar vicoladipo of the pacers micd up,3,48090,0,0,1
624336,26606868,3jmccollum joins klaythompson as the only players to score 50 in less than 30 minutes of action,3,35158,0,0,1
746862,26606868,3jmccollum scores 28 of his career high 50 in the first quarter,3,22062,0,0,1
419969,26606868,swipe through to recap tonights nba action,3,6496,1,0,0
346828,26593385,3jmccollum scores a career high 50 18 25 fg in 29 minutes of action for the trailblazers,3,1134,0,1,0
398240,26593385,in his first career start gmb_chum12 notches the first triple double of his career for the celtics with 17p 11r 10a,2,79969,0,1,0
700657,26593385,dwighthoward explodes to the rim,2,78065,0,0,1
700657,26593385,you cant hold back juliusrandle30,2,75926,0,0,1
761063,26593385, fchwpo ,2,75308,0,0,1
700657,26593385,bensimmons sees an opening to attack,2,73765,0,0,1
700657,26593385,oh my goodness what a dunk jcollins20_ takes flight,2,72827,0,0,1
278244,26593385,the nba family is devastated by the tragic passing of rasualbutler8 and his wife leahlabelle a pros pro rasual enjoyed a long successful career and was widely respected by his peers and coaches we grieve with their loved ones during this difficult time,2,57589,0,1,0
722227,26593385,who dropped the best behind the back dime tuesday night,2,44107,0,0,1
659277,26593385,jharden13 notches the first 60 pt triple double in nbahistory with 60 points 11 assists  10 boards,2,30639,0,0,1
397109,26593385,9 winners on a busy tuesday night,2,5014,1,0,0
376586,26579605, the first sixty point triple double in nbahistory ,1,81317,0,1,0
414378,26579605,"
** 60 points
** 11 assists
** 10 rebounds
** 1 beard",1,80817,0,1,0
834891,26579605,sixty for jharden13 ,1,80380,0,0,1
706384,26579605,kyle_lowry7 logs another assist postgame #thisiswhyweplay,1,79462,0,0,1
768624,26579605,jharden13 cant miss,1,79323,0,0,1
700669,26579605,jrue_holiday11 showcases his handles to the bucket,1,78717,0,0,1
639160,26579605,jokara95 sets up treylyles behind his back,1,77509,0,0,1
862030,26579605,kingjames finds the open realtristan13,1,77145,0,0,1
414378,26579605, for the city,1,76361,0,1,0
308552,26579605,damianlillard rocks his #nbakicks for tonights trailblazers action on nbaontnt,1,75879,0,1,0
332500,26579605, on the prize,1,75874,0,1,0
862030,26579605,kingjames rocks the rim twice early nbaontnt,1,74784,0,0,1
700669,26579605,you gotta box out swipathefox,1,73856,0,0,1
754016,26579605,stephencurry30 gets assistance on his final warmup shot in utah,1,72370,0,0,1
341036,26579605,official the #pistons have acquired five time nba all star blake griffin center willie reed and forward brice johnson from the los angeles clippers #detroitbasketball repost detroitpistons,1,30530,0,1,0
283487,26565301,the celtics bucks pacers miamiheat atlhawks and memgrizz each win monday night,0,85451,1,0,0
768112,26565301,there he goes,0,82389,0,0,1
639172,26565301,jaytatum0 finds a way for the celtics bucket,0,79446,0,0,1
700682,26565301,vicoladipo from the weakside,0,74179,0,0,1
768112,26565301,another lance moment,0,71102,0,0,1
351564,26565301,ahead of week 16 nba action we check in with the stat leaders for the 2017 18 season,0,43792,1,0,0
369904,26565301,ahead of week 16 nba action we check in with the stat leaders for the 2017 18 season,0,41786,0,1,0
414405,26565301,swipe through for sundays winners,0,7272,1,0,0
684386,26549949,relive the best slams as the okcthunder outlast sixers,6,77593,0,0,1
814931,26549949, look out below for unclejeffgreen,6,73397,0,0,1
750248,26549949,kuzmakyle skies baseline for the slam,6,72859,0,0,1
632261,26549949,joelembiid takes it strong down the lane nbaonespn,6,68078,0,0,1
759807,26549949,gameday mood,6,64264,0,0,1
693106,26549949,giannis_an34 spins  slams,6,61281,0,0,1
526126,26549949,"did you know that the sixers lead the nba in passes made per game at 3522 
sixers okcthunder 6pm et nbaonespn",6,55720,0,0,1
535501,26549949, bensimmons and the sixers visit the okcthunder 6pm et nbaonespn,6,45501,0,0,1
728815,26549949, for the celtics warriors recap flow gallo_locknez,6,37836,0,0,1
413962,26532159,14 teams hit the floor on saturday,6,2381,1,0,0
435966,26532159,great game fellas #thisiswhyweplay,5,85364,0,1,0
435966,26532159,37 points x 49 points,5,84646,0,1,0
360072,26532159,jokara95 secures his second triple double of the season for the nuggets with 11p 16r 11a,5,84324,0,1,0
813969,26532159,stephencurry30 comes up big late #bang,5,82681,0,0,1
969887,26532159,kyrieirving with the left #nbaonabc,5,82116,0,0,1
684399,26532159,jokara95 tips it to treylyles,5,79966,0,0,1
969887,26532159,kyrieirving shakes free for the jumper #nbaonabc,5,78461,0,0,1
726639,26532159,klaythompson elevates for the oop #nbaonabc,5,77024,0,0,1
270267,26532159,okcthunder forward ygtrece has been named by nba commissioner adamsilvernba to replace injured pelicans center demarcus cousins on #teamlebron in the 2018 #nbaallstar game repost nbaallstar,5,72669,0,1,0
750262,26532159,original00g takes flight,5,72529,0,0,1
624318,26532159,bismackbiyombo and supermariohezonja each throw it down hard for the orlandomagic,5,71474,0,0,1
360072,26532159,russwest44 notches his 15th triple double of the season for the okcthunder with 31p 13a 11r,5,70288,0,1,0
361514,26532159,ygtrece of the okcthunder is the first to  steals this season,5,68407,0,1,0
693119,26532159,we celebrate carmeloanthonys 25k points milestone with his top 5 dunks,5,66984,0,0,1
327233,26532159,"congrats to carmeloanthony of the okcthunder on becoming the 21st player in nbahistory to surpass 25000 career points 
#thisiswhyweplay #thunderup",5,66848,0,1,0
687089,26532159,one of the best finishers in the league stephencurry30 and the warriors host the celtics 830pm et #nbaonabc,5,60297,0,0,1
655155,26532159,jaytatum0 uses the screen to get into the paint #nbabreakdown  celtics warriors 830pm et #nbaonabc,5,43408,0,0,1
851495,26532159,two of the best handlers in the league stephencurry30  kyrieirving headline tonights celtics warriors #nbaonabc primetime action 830pm et,5,25643,0,0,1
445858,26532159,20 teams in action 10 winners on friday night,5,3124,1,0,0
639206,26517341,desmith4 sets up dwightpowell off the window,4,85925,0,0,1
639206,26517341,k_mid22 takes flight off the ebled2 lob,4,80334,0,0,1
327471,26517341,boogiecousins notches his 3rd triple double of the season for the pelicansnba,4,79817,0,1,0
639206,26517341,ruuufios triple wins it for the utahjazz,4,78695,0,0,1
490332,26517341,kingjames notches his 8th triple double of the season for the cavs,4,77532,0,1,0
583093,26517341,cp3 and officialeg10 connect for the long distance oop nbaonespn,4,77199,0,0,1
761132,26517341,giannis_an34 punishes the rim ,4,76331,0,0,1
862093,26517341,kingjames beats the buzzer for the cavs,4,74453,0,0,1
639206,26517341,marcgasol tosses the pinpoint outlet to dillonbrooks24,4,74194,0,0,1
952764,26517341,gloria james leads the ovation in cleveland for the newest 30k member kingjames #thisiswhyweplay,4,72598,0,0,1
862093,26517341,kingjames opens up tonights cavs action in style,4,71429,0,0,1
412240,26517341,rajonrondo sets up the boogiecousins antdavis23 two man game #nbabreakdown *pelicansnba houstonrockets 8pm et nbaonespn*,4,57798,0,0,1
657954,26517341,meet #teamlebron for the 2018 nbaallstar game #nbaallstar,4,47186,0,0,1
658885,26517341,markelle fultz drains a full court shot  backwards repost jcamerato,4,45953,0,0,1
669678,26517341,meet #teamstephen for the 2018 nbaallstar game #nbaallstar,4,42107,0,0,1
661232,26517341,#teamlebron teammates russwest44 46 pts 6 reb 6 ast w and bradbeal3 41 pts 12 reb 7 ast duel in oklahoma city,4,12456,0,0,1
